snapshot_date,product_id,on_hand_qty,reorder_point,safety_stock
2023-09-06,P0002,346.9,1084.9,542.4
2023-09-07,P0002,290.9,1084.9,542.4
2023-09-08,P0002,232.9,1084.9,542.4
2023-09-09,P0002,123.9,1084.9,542.4
2023-09-10,P0002,104.9,1084.9,542.4
2023-09-11,P0002,84.9,1084.9,542.4
2023-09-12,P0002,0.0,1084.9,542.4
2023-09-13,P0002,0.0,1084.9,542.4
2023-09-14,P0002,0.0,1084.9,542.4
2023-09-15,P0002,0.0,1084.9,542.4
2023-09-16,P0002,0.0,1084.9,542.4
2023-09-17,P0002,1381.0,1084.9,542.4
2023-09-18,P0002,1346.0,1084.9,542.4
2023-09-19,P0002,1291.0,1084.9,542.4
2023-09-20,P0002,1273.0,1084.9,542.4
2023-09-21,P0002,1245.0,1084.9,542.4
2023-09-22,P0002,1074.0,1084.9,542.4
2023-09-23,P0002,1074.0,1084.9,542.4
2023-09-24,P0002,1074.0,1084.9,542.4
2023-09-25,P0002,980.0,1084.9,542.4
2023-09-26,P0002,956.0,1084.9,542.4
2023-09-27,P0002,857.0,1084.9,542.4
2023-09-28,P0002,750.0,1084.9,542.4
2023-09-29,P0002,710.0,1084.9,542.4
2023-09-30,P0002,672.0,1084.9,542.4
2023-10-01,P0002,598.0,1084.9,542.4
2023-10-02,P0002,504.0,1084.9,542.4
2023-10-03,P0002,398.0,1084.9,542.4
2023-10-04,P0002,358.0,1084.9,542.4
2023-10-05,P0002,315.0,1084.9,542.4
2023-10-06,P0002,191.0,1084.9,542.4
2023-10-07,P0002,156.0,1084.9,542.4
2023-10-08,P0002,156.0,1084.9,542.4
2023-10-09,P0002,90.0,1084.9,542.4
2023-10-10,P0002,20.0,1084.9,542.4
2023-10-11,P0002,0.0,1084.9,542.4
2023-10-12,P0002,1299.9,1084.9,542.4
2023-10-13,P0002,1274.9,1084.9,542.4
2023-10-14,P0002,1233.9,1084.9,542.4
2023-10-15,P0002,1233.9,1084.9,542.4
2023-10-16,P0002,1149.9,1084.9,542.4
2023-10-17,P0002,1043.9,1084.9,542.4
2023-10-18,P0002,911.9,1084.9,542.4
2023-10-19,P0002,911.9,1084.9,542.4
2023-10-20,P0002,815.9,1084.9,542.4
2023-10-21,P0002,796.9,1084.9,542.4
2023-10-22,P0002,790.9,1084.9,542.4
2023-10-23,P0002,691.9,1084.9,542.4
2023-10-24,P0002,644.9,1084.9,542.4
2023-10-25,P0002,508.9,1084.9,542.4
2023-10-26,P0002,437.9,1084.9,542.4
2023-10-27,P0002,397.9,1084.9,542.4
2023-10-28,P0002,295.9,1084.9,542.4
2023-10-29,P0002,295.9,1084.9,542.4
2023-10-30,P0002,258.9,1084.9,542.4
2023-10-31,P0002,130.9,1084.9,542.4
2023-11-01,P0002,124.9,1084.9,542.4
2023-11-02,P0002,84.9,1084.9,542.4
2023-11-03,P0002,84.9,1084.9,542.4
2023-11-04,P0002,84.9,1084.9,542.4
2023-11-05,P0002,52.9,1084.9,542.4
2023-11-06,P0002,1268.9,1084.9,542.4
2023-11-07,P0002,1164.9,1084.9,542.4
2023-11-08,P0002,1046.9,1084.9,542.4
2023-11-09,P0002,969.9,1084.9,542.4
2023-11-10,P0002,878.9,1084.9,542.4
2023-11-11,P0002,878.9,1084.9,542.4
2023-11-12,P0002,824.9,1084.9,542.4
2023-11-13,P0002,824.9,1084.9,542.4
2023-11-14,P0002,780.9,1084.9,542.4
2023-11-15,P0002,715.9,1084.9,542.4
2023-11-16,P0002,715.9,1084.9,542.4
2023-11-17,P0002,715.9,1084.9,542.4
2023-11-18,P0002,690.9,1084.9,542.4
2023-11-19,P0002,690.9,1084.9,542.4
2023-11-20,P0002,620.9,1084.9,542.4
2023-11-21,P0002,543.9,1084.9,542.4
2023-11-22,P0002,476.9,1084.9,542.4
2023-11-23,P0002,381.9,1084.9,542.4
2023-11-24,P0002,381.9,1084.9,542.4
2023-11-25,P0002,277.9,1084.9,542.4
2023-11-26,P0002,277.9,1084.9,542.4
2023-11-27,P0002,173.9,1084.9,542.4
2023-11-28,P0002,1521.9,1084.9,542.4
2023-11-29,P0002,1473.9,1084.9,542.4
2023-11-30,P0002,1401.9,1084.9,542.4
2023-12-01,P0002,1362.9,1084.9,542.4
2023-12-02,P0002,1362.9,1084.9,542.4
2023-12-03,P0002,1313.9,1084.9,542.4
2023-12-04,P0002,1298.9,1084.9,542.4
2023-12-05,P0002,1108.9,1084.9,542.4
2023-12-06,P0002,1043.9,1084.9,542.4
2023-12-07,P0002,898.9,1084.9,542.4
2023-12-08,P0002,860.9,1084.9,542.4
2023-12-09,P0002,820.9,1084.9,542.4
2023-12-10,P0002,753.9,1084.9,542.4
2023-12-11,P0002,753.9,1084.9,542.4
2023-12-12,P0002,675.9,1084.9,542.4
2023-12-13,P0002,629.9,1084.9,542.4
2023-12-14,P0002,594.9,1084.9,542.4
2023-12-15,P0002,564.9,1084.9,542.4
2023-12-16,P0002,520.9,1084.9,542.4
2023-12-17,P0002,520.9,1084.9,542.4
2023-12-18,P0002,520.9,1084.9,542.4
2023-12-19,P0002,454.9,1084.9,542.4
2023-12-20,P0002,369.9,1084.9,542.4
2023-12-21,P0002,325.9,1084.9,542.4
2023-12-22,P0002,268.9,1084.9,542.4
2023-12-23,P0002,268.9,1084.9,542.4
2023-12-24,P0002,268.9,1084.9,542.4
2023-12-25,P0002,100.9,1084.9,542.4
2023-12-26,P0002,1479.9,1084.9,542.4
2023-12-27,P0002,1437.9,1084.9,542.4
2023-12-28,P0002,1437.9,1084.9,542.4
2023-12-29,P0002,1437.9,1084.9,542.4
2023-12-30,P0002,1408.9,1084.9,542.4
2023-12-31,P0002,1366.9,1084.9,542.4
2024-01-01,P0002,1319.9,1084.9,542.4
2024-01-02,P0002,1278.9,1084.9,542.4
2024-01-03,P0002,1191.9,1084.9,542.4
2024-01-04,P0002,1169.9,1084.9,542.4
2024-01-05,P0002,1114.9,1084.9,542.4
2024-01-06,P0002,1077.9,1084.9,542.4
2024-01-07,P0002,1034.9,1084.9,542.4
2024-01-08,P0002,991.9,1084.9,542.4
2024-01-09,P0002,951.9,1084.9,542.4
2024-01-10,P0002,805.9,1084.9,542.4
2024-01-11,P0002,758.9,1084.9,542.4
2024-01-12,P0002,683.9,1084.9,542.4
2024-01-13,P0002,683.9,1084.9,542.4
2024-01-14,P0002,660.9,1084.9,542.4
2024-01-15,P0002,567.9,1084.9,542.4
2024-01-16,P0002,494.9,1084.9,542.4
2024-01-17,P0002,452.9,1084.9,542.4
2024-01-18,P0002,316.9,1084.9,542.4
2024-01-19,P0002,265.9,1084.9,542.4
2024-01-20,P0002,220.9,1084.9,542.4
2024-01-21,P0002,171.9,1084.9,542.4
2024-01-22,P0002,158.9,1084.9,542.4
2024-01-23,P0002,95.9,1084.9,542.4
2024-01-24,P0002,13.9,1084.9,542.4
2024-01-25,P0002,2.9,1084.9,542.4
2024-01-26,P0002,1297.9,1084.9,542.4
2024-01-27,P0002,1297.9,1084.9,542.4
2024-01-28,P0002,1297.9,1084.9,542.4
2024-01-29,P0002,1273.9,1084.9,542.4
2024-01-30,P0002,1168.9,1084.9,542.4
2024-01-31,P0002,1115.9,1084.9,542.4
2024-02-01,P0002,1048.9,1084.9,542.4
2024-02-02,P0002,1048.9,1084.9,542.4
2024-02-03,P0002,1048.9,1084.9,542.4
2024-02-04,P0002,1048.9,1084.9,542.4
2024-02-05,P0002,1014.9,1084.9,542.4
2024-02-06,P0002,967.9,1084.9,542.4
2024-02-07,P0002,951.9,1084.9,542.4
2024-02-08,P0002,866.9,1084.9,542.4
2024-02-09,P0002,776.9,1084.9,542.4
2024-02-10,P0002,734.9,1084.9,542.4
2024-02-11,P0002,734.9,1084.9,542.4
2024-02-12,P0002,624.9,1084.9,542.4
2024-02-13,P0002,554.9,1084.9,542.4
2024-02-14,P0002,479.9,1084.9,542.4
2024-02-15,P0002,437.9,1084.9,542.4
2024-02-16,P0002,407.9,1084.9,542.4
2024-02-17,P0002,395.9,1084.9,542.4
2024-02-18,P0002,395.9,1084.9,542.4
2024-02-19,P0002,303.9,1084.9,542.4
2024-02-20,P0002,162.9,1084.9,542.4
2024-02-21,P0002,1537.9,1084.9,542.4
2024-02-22,P0002,1537.9,1084.9,542.4
2024-02-23,P0002,1521.9,1084.9,542.4
2024-02-24,P0002,1431.9,1084.9,542.4
2024-02-25,P0002,1402.9,1084.9,542.4
2024-02-26,P0002,1357.9,1084.9,542.4
2024-02-27,P0002,1227.9,1084.9,542.4
2024-02-28,P0002,1119.9,1084.9,542.4
2024-02-29,P0002,1050.9,1084.9,542.4
2024-03-01,P0002,1002.9,1084.9,542.4
2024-03-02,P0002,995.9,1084.9,542.4
2024-03-03,P0002,981.9,1084.9,542.4
2024-03-04,P0002,964.9,1084.9,542.4
2024-03-05,P0002,919.9,1084.9,542.4
2024-03-06,P0002,850.9,1084.9,542.4
2024-03-07,P0002,804.9,1084.9,542.4
2024-03-08,P0002,804.9,1084.9,542.4
2024-03-09,P0002,804.9,1084.9,542.4
2024-03-10,P0002,749.9,1084.9,542.4
2024-03-11,P0002,690.9,1084.9,542.4
2024-03-12,P0002,690.9,1084.9,542.4
2024-03-13,P0002,612.9,1084.9,542.4
2024-03-14,P0002,561.9,1084.9,542.4
2024-03-15,P0002,527.9,1084.9,542.4
2024-03-16,P0002,527.9,1084.9,542.4
2024-03-17,P0002,487.9,1084.9,542.4
2024-03-18,P0002,393.9,1084.9,542.4
2024-03-19,P0002,344.9,1084.9,542.4
2024-03-20,P0002,1695.9,1084.9,542.4
2024-03-21,P0002,1660.9,1084.9,542.4
2024-03-22,P0002,1598.9,1084.9,542.4
2024-03-23,P0002,1534.9,1084.9,542.4
2024-03-24,P0002,1528.9,1084.9,542.4
2024-03-25,P0002,1439.9,1084.9,542.4
2024-03-26,P0002,1330.9,1084.9,542.4
2024-03-27,P0002,1330.9,1084.9,542.4
2024-03-28,P0002,1330.9,1084.9,542.4
2024-03-29,P0002,1170.9,1084.9,542.4
2024-03-30,P0002,1143.9,1084.9,542.4
2024-03-31,P0002,1143.9,1084.9,542.4
2024-04-01,P0002,1085.9,1084.9,542.4
2024-04-02,P0002,1029.9,1084.9,542.4
2024-04-03,P0002,982.9,1084.9,542.4
2024-04-04,P0002,952.9,1084.9,542.4
2024-04-05,P0002,859.9,1084.9,542.4
2024-04-06,P0002,859.9,1084.9,542.4
2024-04-07,P0002,859.9,1084.9,542.4
2024-04-08,P0002,839.9,1084.9,542.4
2024-04-09,P0002,805.9,1084.9,542.4
2024-04-10,P0002,756.9,1084.9,542.4
2024-04-11,P0002,726.9,1084.9,542.4
2024-04-12,P0002,719.9,1084.9,542.4
2024-04-13,P0002,642.9,1084.9,542.4
2024-04-14,P0002,642.9,1084.9,542.4
2024-04-15,P0002,567.9,1084.9,542.4
2024-04-16,P0002,524.9,1084.9,542.4
2024-04-17,P0002,466.9,1084.9,542.4
2024-04-18,P0002,341.9,1084.9,542.4
2024-04-19,P0002,341.9,1084.9,542.4
2024-04-20,P0002,341.9,1084.9,542.4
2024-04-21,P0002,341.9,1084.9,542.4
2024-04-22,P0002,1720.9,1084.9,542.4
2024-04-23,P0002,1588.9,1084.9,542.4
2024-04-24,P0002,1588.9,1084.9,542.4
2024-04-25,P0002,1534.9,1084.9,542.4
2024-04-26,P0002,1413.9,1084.9,542.4
2024-04-27,P0002,1372.9,1084.9,542.4
2024-04-28,P0002,1322.9,1084.9,542.4
2024-04-29,P0002,1268.9,1084.9,542.4
2024-04-30,P0002,1202.9,1084.9,542.4
2024-05-01,P0002,1034.9,1084.9,542.4
2024-05-02,P0002,905.9,1084.9,542.4
2024-05-03,P0002,814.9,1084.9,542.4
2024-05-04,P0002,744.9,1084.9,542.4
2024-05-05,P0002,696.9,1084.9,542.4
2024-05-06,P0002,689.9,1084.9,542.4
2024-05-07,P0002,611.9,1084.9,542.4
2024-05-08,P0002,524.9,1084.9,542.4
2024-05-09,P0002,350.9,1084.9,542.4
2024-05-10,P0002,305.9,1084.9,542.4
2024-05-11,P0002,305.9,1084.9,542.4
2024-05-12,P0002,237.9,1084.9,542.4
2024-05-13,P0002,178.9,1084.9,542.4
2024-05-14,P0002,142.9,1084.9,542.4
2024-05-15,P0002,48.9,1084.9,542.4
2024-05-16,P0002,48.9,1084.9,542.4
2024-05-17,P0002,0.0,1084.9,542.4
2024-05-18,P0002,0.0,1084.9,542.4
2024-05-19,P0002,0.0,1084.9,542.4
2024-05-20,P0002,0.0,1084.9,542.4
2024-05-21,P0002,1401.0,1084.9,542.4
2024-05-22,P0002,1401.0,1084.9,542.4
2024-05-23,P0002,1324.0,1084.9,542.4
2024-05-24,P0002,1280.0,1084.9,542.4
2024-05-25,P0002,1265.0,1084.9,542.4
2024-05-26,P0002,1223.0,1084.9,542.4
2024-05-27,P0002,1156.0,1084.9,542.4
2024-05-28,P0002,1156.0,1084.9,542.4
2024-05-29,P0002,1026.0,1084.9,542.4
2024-05-30,P0002,1006.0,1084.9,542.4
2024-05-31,P0002,993.0,1084.9,542.4
2024-06-01,P0002,972.0,1084.9,542.4
2024-06-02,P0002,972.0,1084.9,542.4
2024-06-03,P0002,942.0,1084.9,542.4
2024-06-04,P0002,898.0,1084.9,542.4
2024-06-05,P0002,857.0,1084.9,542.4
2024-06-06,P0002,735.0,1084.9,542.4
2024-06-07,P0002,652.0,1084.9,542.4
2024-06-08,P0002,652.0,1084.9,542.4
2024-06-09,P0002,652.0,1084.9,542.4
2024-06-10,P0002,618.0,1084.9,542.4
2024-06-11,P0002,618.0,1084.9,542.4
2024-06-12,P0002,530.0,1084.9,542.4
2024-06-13,P0002,480.0,1084.9,542.4
2024-06-14,P0002,400.0,1084.9,542.4
2024-06-15,P0002,359.0,1084.9,542.4
2024-06-16,P0002,359.0,1084.9,542.4
2024-06-17,P0002,179.0,1084.9,542.4
2024-06-18,P0002,1509.9,1084.9,542.4
2024-06-19,P0002,1509.9,1084.9,542.4
2024-06-20,P0002,1387.9,1084.9,542.4
2024-06-21,P0002,1353.9,1084.9,542.4
2024-06-22,P0002,1304.9,1084.9,542.4
2024-06-23,P0002,1304.9,1084.9,542.4
2024-06-24,P0002,1295.9,1084.9,542.4
2024-06-25,P0002,1115.9,1084.9,542.4
2024-06-26,P0002,1071.9,1084.9,542.4
2024-06-27,P0002,1027.9,1084.9,542.4
2024-06-28,P0002,1027.9,1084.9,542.4
2024-06-29,P0002,997.9,1084.9,542.4
2024-06-30,P0002,971.9,1084.9,542.4
2024-07-01,P0002,884.9,1084.9,542.4
2024-07-02,P0002,830.9,1084.9,542.4
2024-07-03,P0002,697.9,1084.9,542.4
2024-07-04,P0002,697.9,1084.9,542.4
2024-07-05,P0002,531.9,1084.9,542.4
2024-07-06,P0002,452.9,1084.9,542.4
2024-07-07,P0002,411.9,1084.9,542.4
2024-07-08,P0002,411.9,1084.9,542.4
2024-07-09,P0002,315.9,1084.9,542.4
2024-07-10,P0002,214.9,1084.9,542.4
2024-07-11,P0002,130.9,1084.9,542.4
2024-07-12,P0002,48.9,1084.9,542.4
2024-07-13,P0002,43.9,1084.9,542.4
2024-07-14,P0002,0.0,1084.9,542.4
2024-07-15,P0002,0.0,1084.9,542.4
2024-07-16,P0002,1294.0,1084.9,542.4
2024-07-17,P0002,1294.0,1084.9,542.4
2024-07-18,P0002,1273.0,1084.9,542.4
2024-07-19,P0002,1222.0,1084.9,542.4
2024-07-20,P0002,1148.0,1084.9,542.4
2024-07-21,P0002,1119.0,1084.9,542.4
2024-07-22,P0002,1087.0,1084.9,542.4
2024-07-23,P0002,1061.0,1084.9,542.4
2024-07-24,P0002,1061.0,1084.9,542.4
2024-07-25,P0002,1042.0,1084.9,542.4
2024-07-26,P0002,999.0,1084.9,542.4
2024-07-27,P0002,999.0,1084.9,542.4
2024-07-28,P0002,967.0,1084.9,542.4
2024-07-29,P0002,951.0,1084.9,542.4
2024-07-30,P0002,911.0,1084.9,542.4
2024-07-31,P0002,691.0,1084.9,542.4
2024-08-01,P0002,574.0,1084.9,542.4
2024-08-02,P0002,574.0,1084.9,542.4
2024-08-03,P0002,574.0,1084.9,542.4
2024-08-04,P0002,492.0,1084.9,542.4
2024-08-05,P0002,439.0,1084.9,542.4
2024-08-06,P0002,307.0,1084.9,542.4
2024-08-07,P0002,261.0,1084.9,542.4
2024-08-08,P0002,169.0,1084.9,542.4
2024-08-09,P0002,146.0,1084.9,542.4
2024-08-10,P0002,146.0,1084.9,542.4
2024-08-11,P0002,146.0,1084.9,542.4
2024-08-12,P0002,1514.9,1084.9,542.4
2024-08-13,P0002,1504.9,1084.9,542.4
2024-08-14,P0002,1462.9,1084.9,542.4
2024-08-15,P0002,1373.9,1084.9,542.4
2024-08-16,P0002,1337.9,1084.9,542.4
2024-08-17,P0002,1288.9,1084.9,542.4
2024-08-18,P0002,1263.9,1084.9,542.4
2024-08-19,P0002,1187.9,1084.9,542.4
2024-08-20,P0002,1113.9,1084.9,542.4
2024-08-21,P0002,980.9,1084.9,542.4
2024-08-22,P0002,863.9,1084.9,542.4
2024-08-23,P0002,814.9,1084.9,542.4
2024-08-24,P0002,768.9,1084.9,542.4
2024-08-25,P0002,673.9,1084.9,542.4
2024-08-26,P0002,625.9,1084.9,542.4
2024-08-27,P0002,523.9,1084.9,542.4
2024-08-28,P0002,391.9,1084.9,542.4
2024-08-29,P0002,316.9,1084.9,542.4
2024-08-30,P0002,296.9,1084.9,542.4
2024-08-31,P0002,296.9,1084.9,542.4
2024-09-01,P0002,290.9,1084.9,542.4
2024-09-02,P0002,223.9,1084.9,542.4
2024-09-03,P0002,88.9,1084.9,542.4
2024-09-04,P0002,52.9,1084.9,542.4
2024-09-05,P0002,0.0,1084.9,542.4
2024-09-06,P0002,0.0,1084.9,542.4
2024-09-07,P0002,0.0,1084.9,542.4
2024-09-08,P0002,0.0,1084.9,542.4
2024-09-09,P0002,0.0,1084.9,542.4
2024-09-10,P0002,1448.0,1084.9,542.4
2024-09-11,P0002,1382.0,1084.9,542.4
2024-09-12,P0002,1350.0,1084.9,542.4
2024-09-13,P0002,1322.0,1084.9,542.4
2024-09-14,P0002,1275.0,1084.9,542.4
2024-09-15,P0002,1275.0,1084.9,542.4
2024-09-16,P0002,1219.0,1084.9,542.4
2024-09-17,P0002,1155.0,1084.9,542.4
2024-09-18,P0002,1144.0,1084.9,542.4
2024-09-19,P0002,1008.0,1084.9,542.4
2024-09-20,P0002,937.0,1084.9,542.4
2024-09-21,P0002,937.0,1084.9,542.4
2024-09-22,P0002,900.0,1084.9,542.4
2024-09-23,P0002,853.0,1084.9,542.4
2024-09-24,P0002,791.0,1084.9,542.4
2024-09-25,P0002,720.0,1084.9,542.4
2024-09-26,P0002,642.0,1084.9,542.4
2024-09-27,P0002,541.0,1084.9,542.4
2024-09-28,P0002,541.0,1084.9,542.4
2024-09-29,P0002,450.0,1084.9,542.4
2024-09-30,P0002,341.0,1084.9,542.4
2024-10-01,P0002,310.0,1084.9,542.4
2024-10-02,P0002,310.0,1084.9,542.4
2024-10-03,P0002,225.0,1084.9,542.4
2024-10-04,P0002,103.0,1084.9,542.4
2024-10-05,P0002,85.0,1084.9,542.4
2024-10-06,P0002,59.0,1084.9,542.4
2024-10-07,P0002,0.0,1084.9,542.4
2024-10-08,P0002,0.0,1084.9,542.4
2024-10-09,P0002,1409.9,1084.9,542.4
2024-10-10,P0002,1265.9,1084.9,542.4
2024-10-11,P0002,1207.9,1084.9,542.4
2024-10-12,P0002,1135.9,1084.9,542.4
2024-10-13,P0002,1135.9,1084.9,542.4
2024-10-14,P0002,1022.9,1084.9,542.4
2024-10-15,P0002,899.9,1084.9,542.4
2024-10-16,P0002,850.9,1084.9,542.4
2024-10-17,P0002,790.9,1084.9,542.4
2024-10-18,P0002,644.9,1084.9,542.4
2024-10-19,P0002,596.9,1084.9,542.4
2024-10-20,P0002,596.9,1084.9,542.4
2024-10-21,P0002,561.9,1084.9,542.4
2024-10-22,P0002,449.9,1084.9,542.4
2024-10-23,P0002,442.9,1084.9,542.4
2024-10-24,P0002,295.9,1084.9,542.4
2024-10-25,P0002,256.9,1084.9,542.4
2024-10-26,P0002,256.9,1084.9,542.4
2024-10-27,P0002,256.9,1084.9,542.4
2024-10-28,P0002,182.9,1084.9,542.4
2024-10-29,P0002,45.9,1084.9,542.4
2024-10-30,P0002,0.0,1084.9,542.4
2024-10-31,P0002,0.0,1084.9,542.4
2024-11-01,P0002,0.0,1084.9,542.4
2024-11-02,P0002,0.0,1084.9,542.4
2024-11-03,P0002,1365.0,1084.9,542.4
2024-11-04,P0002,1232.0,1084.9,542.4
2024-11-05,P0002,1134.0,1084.9,542.4
2024-11-06,P0002,1048.0,1084.9,542.4
2024-11-07,P0002,969.0,1084.9,542.4
2024-11-08,P0002,896.0,1084.9,542.4
2024-11-09,P0002,824.0,1084.9,542.4
2024-11-10,P0002,824.0,1084.9,542.4
2024-11-11,P0002,717.0,1084.9,542.4
2024-11-12,P0002,692.0,1084.9,542.4
2024-11-13,P0002,583.0,1084.9,542.4
2024-11-14,P0002,515.0,1084.9,542.4
2024-11-15,P0002,375.0,1084.9,542.4
2024-11-16,P0002,326.0,1084.9,542.4
2024-11-17,P0002,283.0,1084.9,542.4
2024-11-18,P0002,204.0,1084.9,542.4
2024-11-19,P0002,130.0,1084.9,542.4
2024-11-20,P0002,101.0,1084.9,542.4
2024-11-21,P0002,0.0,1084.9,542.4
2024-11-22,P0002,0.0,1084.9,542.4
2024-11-23,P0002,0.0,1084.9,542.4
2024-11-24,P0002,0.0,1084.9,542.4
2024-11-25,P0002,0.0,1084.9,542.4
2024-11-26,P0002,1361.9,1084.9,542.4
2024-11-27,P0002,1361.9,1084.9,542.4
2024-11-28,P0002,1228.9,1084.9,542.4
2024-11-29,P0002,1102.9,1084.9,542.4
2024-11-30,P0002,1102.9,1084.9,542.4
2024-12-01,P0002,1102.9,1084.9,542.4
2024-12-02,P0002,1034.9,1084.9,542.4
2024-12-03,P0002,957.9,1084.9,542.4
2024-12-04,P0002,875.9,1084.9,542.4
2024-12-05,P0002,849.9,1084.9,542.4
2024-12-06,P0002,734.9,1084.9,542.4
2024-12-07,P0002,696.9,1084.9,542.4
2024-12-08,P0002,649.9,1084.9,542.4
2024-12-09,P0002,545.9,1084.9,542.4
2024-12-10,P0002,479.9,1084.9,542.4
2024-12-11,P0002,414.9,1084.9,542.4
2024-12-12,P0002,349.9,1084.9,542.4
2024-12-13,P0002,282.9,1084.9,542.4
2024-12-14,P0002,282.9,1084.9,542.4
2024-12-15,P0002,274.9,1084.9,542.4
2024-12-16,P0002,231.9,1084.9,542.4
2024-12-17,P0002,231.9,1084.9,542.4
2024-12-18,P0002,146.9,1084.9,542.4
2024-12-19,P0002,2.9,1084.9,542.4
2024-12-20,P0002,0.0,1084.9,542.4
2024-12-21,P0002,0.0,1084.9,542.4
2024-12-22,P0002,1351.0,1084.9,542.4
2024-12-23,P0002,1332.0,1084.9,542.4
2024-12-24,P0002,1283.0,1084.9,542.4
2024-12-25,P0002,1235.0,1084.9,542.4
2024-12-26,P0002,1176.0,1084.9,542.4
2024-12-27,P0002,1085.0,1084.9,542.4
2024-12-28,P0002,1085.0,1084.9,542.4
2024-12-29,P0002,1085.0,1084.9,542.4
2024-12-30,P0002,976.0,1084.9,542.4
2024-12-31,P0002,881.0,1084.9,542.4
2025-01-01,P0002,811.0,1084.9,542.4
2025-01-02,P0002,783.0,1084.9,542.4
2025-01-03,P0002,683.0,1084.9,542.4
2025-01-04,P0002,683.0,1084.9,542.4
2025-01-05,P0002,668.0,1084.9,542.4
2025-01-06,P0002,624.0,1084.9,542.4
2025-01-07,P0002,558.0,1084.9,542.4
2025-01-08,P0002,496.0,1084.9,542.4
2025-01-09,P0002,394.0,1084.9,542.4
2025-01-10,P0002,324.0,1084.9,542.4
2025-01-11,P0002,251.0,1084.9,542.4
2025-01-12,P0002,251.0,1084.9,542.4
2025-01-13,P0002,135.0,1084.9,542.4
2025-01-14,P0002,96.0,1084.9,542.4
2025-01-15,P0002,96.0,1084.9,542.4
2025-01-16,P0002,29.0,1084.9,542.4
2025-01-17,P0002,0.0,1084.9,542.4
2025-01-18,P0002,0.0,1084.9,542.4
2025-01-19,P0002,1422.9,1084.9,542.4
2025-01-20,P0002,1422.9,1084.9,542.4
2025-01-21,P0002,1400.9,1084.9,542.4
2025-01-22,P0002,1386.9,1084.9,542.4
2025-01-23,P0002,1386.9,1084.9,542.4
2025-01-24,P0002,1386.9,1084.9,542.4
2025-01-25,P0002,1347.9,1084.9,542.4
2025-01-26,P0002,1347.9,1084.9,542.4
2025-01-27,P0002,1308.9,1084.9,542.4
2025-01-28,P0002,1240.9,1084.9,542.4
2025-01-29,P0002,1198.9,1084.9,542.4
2025-01-30,P0002,1178.9,1084.9,542.4
2025-01-31,P0002,1178.9,1084.9,542.4
2025-02-01,P0002,1096.9,1084.9,542.4
2025-02-02,P0002,1096.9,1084.9,542.4
2025-02-03,P0002,991.9,1084.9,542.4
2025-02-04,P0002,943.9,1084.9,542.4
2025-02-05,P0002,901.9,1084.9,542.4
2025-02-06,P0002,869.9,1084.9,542.4
2025-02-07,P0002,869.9,1084.9,542.4
2025-02-08,P0002,869.9,1084.9,542.4
2025-02-09,P0002,869.9,1084.9,542.4
2025-02-10,P0002,851.9,1084.9,542.4
2025-02-11,P0002,834.9,1084.9,542.4
2025-02-12,P0002,798.9,1084.9,542.4
2025-02-13,P0002,781.9,1084.9,542.4
2025-02-14,P0002,721.9,1084.9,542.4
2025-02-15,P0002,712.9,1084.9,542.4
2025-02-16,P0002,669.9,1084.9,542.4
2025-02-17,P0002,640.9,1084.9,542.4
2025-02-18,P0002,522.9,1084.9,542.4
2025-02-19,P0002,456.9,1084.9,542.4
2025-02-20,P0002,456.9,1084.9,542.4
2025-02-21,P0002,448.9,1084.9,542.4
2025-02-22,P0002,432.9,1084.9,542.4
2025-02-23,P0002,1881.9,1084.9,542.4
2025-02-24,P0002,1786.9,1084.9,542.4
2025-02-25,P0002,1786.9,1084.9,542.4
2025-02-26,P0002,1729.9,1084.9,542.4
2025-02-27,P0002,1640.9,1084.9,542.4
2025-02-28,P0002,1581.9,1084.9,542.4
2025-03-01,P0002,1581.9,1084.9,542.4
2025-03-02,P0002,1541.9,1084.9,542.4
2025-03-03,P0002,1461.9,1084.9,542.4
2025-03-04,P0002,1424.9,1084.9,542.4
2025-03-05,P0002,1342.9,1084.9,542.4
2025-03-06,P0002,1326.9,1084.9,542.4
2025-03-07,P0002,1277.9,1084.9,542.4
2025-03-08,P0002,1092.9,1084.9,542.4
2025-03-09,P0002,1057.9,1084.9,542.4
2025-03-10,P0002,1015.9,1084.9,542.4
2025-03-11,P0002,995.9,1084.9,542.4
2025-03-12,P0002,952.9,1084.9,542.4
2025-03-13,P0002,853.9,1084.9,542.4
2025-03-14,P0002,814.9,1084.9,542.4
2025-03-15,P0002,814.9,1084.9,542.4
2025-03-16,P0002,806.9,1084.9,542.4
2025-03-17,P0002,703.9,1084.9,542.4
2025-03-18,P0002,654.9,1084.9,542.4
2025-03-19,P0002,567.9,1084.9,542.4
2025-03-20,P0002,467.9,1084.9,542.4
2025-03-21,P0002,438.9,1084.9,542.4
2025-03-22,P0002,438.9,1084.9,542.4
2025-03-23,P0002,394.9,1084.9,542.4
2025-03-24,P0002,318.9,1084.9,542.4
2025-03-25,P0002,230.9,1084.9,542.4
2025-03-26,P0002,141.9,1084.9,542.4
2025-03-27,P0002,112.9,1084.9,542.4
2025-03-28,P0002,95.9,1084.9,542.4
2025-03-29,P0002,1478.9,1084.9,542.4
2025-03-30,P0002,1357.9,1084.9,542.4
2025-03-31,P0002,1275.9,1084.9,542.4
