sale_id,date,product_id,customer_id,quantity_sold,unit_price,discount_pct,revenue
SO006206,2023-10-31,P0002,C0033,42,7.12,0.01,299.04
SO006207,2023-10-31,P0001,C0004,18,6.99,0.0,125.82
SO006208,2023-10-31,P0004,C0008,6,6.04,0.069,36.24
SO006209,2023-10-31,P0010,C0020,39,3.91,0.021,152.49
SO006210,2023-10-31,P0010,C0028,19,3.94,0.012,74.86
SO006211,2023-10-31,P0006,C0027,33,3.09,0.062,101.97
SO006212,2023-10-31,P0004,C0022,13,5.94,0.085,77.22
SO006213,2023-10-31,P0001,C0042,23,6.56,0.061,150.88
SO006214,2023-10-31,P0003,C0037,38,3.42,0.021,129.96
SO006215,2023-10-31,P0010,C0030,25,3.86,0.033,96.5
SO006216,2023-10-31,P0002,C0009,38,7.16,0.004,272.08
SO006217,2023-10-31,P0005,C0020,10,8.42,0.063,84.2
SO006218,2023-10-31,P0004,C0012,45,6.35,0.022,285.75
SO006219,2023-10-31,P0001,C0004,5,6.7,0.041,33.5
SO006220,2023-10-31,P0003,C0013,49,3.14,0.1,153.86
SO006221,2023-10-31,P0004,C0007,44,5.92,0.088,260.48
SO006222,2023-10-31,P0002,C0044,48,6.88,0.043,330.24
SO006223,2023-10-31,P0009,C0034,18,4.45,0.01,80.1
SO006224,2023-10-31,P0001,C0019,42,6.44,0.079,270.48
SO006225,2023-10-31,P0001,C0015,41,6.6,0.056,270.6
SO006226,2023-10-31,P0007,C0004,25,2.56,0.013,64.0
SO006227,2023-10-31,P0003,C0037,8,3.39,0.03,27.12
SO006228,2023-10-31,P0009,C0016,18,4.15,0.076,74.7
SO006229,2023-10-31,P0001,C0032,25,6.98,0.001,174.5
SO006230,2023-10-31,P0008,C0022,16,5.28,0.001,84.48
SO006231,2023-11-01,P0007,C0017,5,2.53,0.024,12.65
SO006232,2023-11-01,P0006,C0026,31,3.0,0.089,93.0
SO006233,2023-11-01,P0007,C0032,29,2.56,0.013,74.24
SO006234,2023-11-01,P0007,C0041,18,2.39,0.078,43.02
SO006235,2023-11-01,P0008,C0007,16,5.23,0.011,83.68
SO006236,2023-11-01,P0003,C0043,41,3.23,0.074,132.43
SO006237,2023-11-01,P0010,C0007,20,3.78,0.053,75.6
SO006238,2023-11-01,P0001,C0013,15,6.32,0.096,94.8
SO006239,2023-11-01,P0005,C0006,24,8.36,0.07,200.64
SO006240,2023-11-01,P0004,C0007,47,6.28,0.033,295.16
SO006241,2023-11-01,P0004,C0007,37,6.46,0.004,239.02
SO006242,2023-11-01,P0006,C0040,33,2.99,0.091,98.67
SO006243,2023-11-01,P0002,C0035,6,6.59,0.083,39.54
SO006244,2023-11-01,P0001,C0035,27,6.3,0.098,170.1
SO006245,2023-11-01,P0003,C0029,9,3.22,0.077,28.98
SO006246,2023-11-01,P0006,C0023,6,2.96,0.099,17.76
SO006247,2023-11-02,P0001,C0011,5,6.42,0.081,32.1
SO006248,2023-11-02,P0004,C0044,30,6.08,0.063,182.4
SO006249,2023-11-02,P0008,C0012,6,4.92,0.07,29.52
SO006250,2023-11-02,P0009,C0033,26,4.34,0.033,112.84
SO006251,2023-11-02,P0004,C0021,24,5.86,0.097,140.64
SO006252,2023-11-02,P0001,C0038,18,6.75,0.034,121.5
SO006253,2023-11-02,P0010,C0007,16,3.95,0.009,63.2
SO006254,2023-11-02,P0003,C0009,39,3.4,0.025,132.6
SO006255,2023-11-02,P0010,C0032,10,3.84,0.037,38.4
SO006256,2023-11-02,P0008,C0029,46,4.91,0.071,225.86
SO006257,2023-11-02,P0005,C0037,45,8.26,0.081,371.7
SO006258,2023-11-02,P0009,C0009,33,4.49,0.001,148.17
SO006259,2023-11-02,P0006,C0040,38,3.21,0.024,121.98
SO006260,2023-11-02,P0010,C0014,22,3.98,0.003,87.56
SO006261,2023-11-02,P0002,C0028,40,6.92,0.037,276.8
SO006262,2023-11-02,P0005,C0023,46,8.25,0.082,379.5
SO006263,2023-11-02,P0005,C0015,8,8.65,0.038,69.2
SO006264,2023-11-02,P0010,C0023,28,3.67,0.079,102.76
SO006265,2023-11-02,P0010,C0005,41,3.96,0.007,162.36
SO006266,2023-11-02,P0003,C0037,12,3.37,0.034,40.44
SO006267,2023-11-03,P0001,C0006,39,6.55,0.063,255.45
SO006268,2023-11-03,P0006,C0040,10,2.97,0.097,29.7
SO006269,2023-11-03,P0006,C0021,39,3.0,0.089,117.0
SO006270,2023-11-03,P0009,C0029,31,4.33,0.036,134.23
SO006271,2023-11-03,P0007,C0043,45,2.41,0.069,108.45
SO006272,2023-11-03,P0005,C0004,9,8.27,0.08,74.43
SO006273,2023-11-03,P0004,C0015,32,6.06,0.066,193.92
SO006274,2023-11-03,P0009,C0005,11,4.15,0.076,45.65
SO006275,2023-11-03,P0008,C0041,46,5.29,0.0,243.34
SO006276,2023-11-03,P0008,C0019,48,5.11,0.034,245.28
SO006277,2023-11-03,P0008,C0037,11,4.83,0.087,53.13
SO006278,2023-11-03,P0009,C0022,31,4.08,0.092,126.48
SO006279,2023-11-03,P0006,C0039,19,3.09,0.062,58.71
SO006280,2023-11-03,P0008,C0044,47,5.0,0.055,235.0
SO006281,2023-11-03,P0007,C0040,21,2.47,0.047,51.87
SO006282,2023-11-03,P0004,C0020,46,6.1,0.06,280.6
SO006283,2023-11-03,P0006,C0017,44,3.06,0.071,134.64
SO006284,2023-11-03,P0005,C0021,30,8.77,0.025,263.1
SO006285,2023-11-03,P0008,C0021,36,5.16,0.024,185.76
SO006286,2023-11-03,P0010,C0008,13,3.73,0.065,48.49
SO006287,2023-11-03,P0009,C0013,13,4.21,0.063,54.73
SO006288,2023-11-04,P0003,C0029,12,3.48,0.002,41.76
SO006289,2023-11-04,P0005,C0029,49,8.47,0.058,415.03
SO006290,2023-11-04,P0008,C0037,18,5.04,0.047,90.72
SO006291,2023-11-04,P0003,C0017,31,3.28,0.06,101.68
SO006292,2023-11-04,P0007,C0002,8,2.48,0.041,19.84
SO006293,2023-11-04,P0005,C0014,12,8.58,0.046,102.96
SO006294,2023-11-04,P0003,C0042,32,3.44,0.014,110.08
SO006295,2023-11-04,P0009,C0026,9,4.08,0.091,36.72
SO006296,2023-11-04,P0009,C0032,30,4.46,0.007,133.8
SO006297,2023-11-04,P0009,C0004,40,4.36,0.028,174.4
SO006298,2023-11-04,P0005,C0022,11,8.62,0.041,94.82
SO006299,2023-11-05,P0007,C0019,32,2.37,0.085,75.84
SO006300,2023-11-05,P0002,C0022,24,7.06,0.018,169.44
SO006301,2023-11-05,P0005,C0006,39,8.59,0.044,335.01
SO006302,2023-11-05,P0003,C0036,11,3.43,0.018,37.73
SO006303,2023-11-05,P0002,C0044,8,7.07,0.016,56.56
SO006304,2023-11-05,P0006,C0018,19,3.24,0.016,61.56
SO006305,2023-11-05,P0001,C0034,34,6.51,0.069,221.34
SO006306,2023-11-06,P0009,C0007,11,4.48,0.003,49.28
SO006307,2023-11-06,P0001,C0043,40,6.52,0.067,260.8
SO006308,2023-11-06,P0002,C0017,28,7.02,0.023,196.56
SO006309,2023-11-06,P0001,C0042,32,6.93,0.008,221.76
SO006310,2023-11-06,P0005,C0015,27,8.65,0.038,233.55
SO006311,2023-11-06,P0002,C0036,13,6.56,0.087,85.28
SO006312,2023-11-06,P0002,C0017,45,7.05,0.019,317.25
SO006313,2023-11-06,P0002,C0005,48,6.9,0.041,331.2
SO006314,2023-11-06,P0004,C0002,44,6.22,0.041,273.68
SO006315,2023-11-06,P0004,C0041,35,6.15,0.052,215.25
SO006316,2023-11-06,P0009,C0034,35,4.42,0.016,154.7
SO006317,2023-11-06,P0008,C0012,39,4.77,0.098,186.03
SO006318,2023-11-06,P0008,C0021,45,4.9,0.074,220.5
SO006319,2023-11-06,P0005,C0028,7,8.82,0.019,61.74
SO006320,2023-11-06,P0009,C0043,11,4.46,0.006,49.06
SO006321,2023-11-06,P0002,C0013,47,7.1,0.012,333.7
SO006322,2023-11-06,P0005,C0034,17,8.8,0.021,149.6
SO006323,2023-11-06,P0009,C0023,5,4.17,0.072,20.85
SO006324,2023-11-06,P0008,C0026,18,5.15,0.026,92.7
SO006325,2023-11-06,P0004,C0018,18,6.42,0.011,115.56
SO006326,2023-11-06,P0009,C0003,34,4.08,0.091,138.72
SO006327,2023-11-06,P0007,C0018,44,2.53,0.025,111.32
SO006328,2023-11-06,P0008,C0012,45,4.92,0.069,221.4
SO006329,2023-11-07,P0005,C0009,30,8.75,0.027,262.5
SO006330,2023-11-07,P0008,C0023,35,4.87,0.08,170.45
SO006331,2023-11-07,P0010,C0002,22,3.71,0.069,81.62
SO006332,2023-11-07,P0002,C0014,8,6.9,0.04,55.2
SO006333,2023-11-07,P0005,C0039,13,8.98,0.001,116.74
SO006334,2023-11-07,P0007,C0017,27,2.5,0.033,67.5
SO006335,2023-11-07,P0006,C0018,32,3.23,0.018,103.36
SO006336,2023-11-07,P0004,C0036,26,6.11,0.058,158.86
SO006337,2023-11-07,P0009,C0040,45,4.38,0.025,197.1
SO006338,2023-11-07,P0007,C0009,39,2.55,0.017,99.45
SO006339,2023-11-07,P0009,C0013,10,4.05,0.098,40.5
SO006340,2023-11-07,P0002,C0035,9,6.83,0.05,61.47
SO006341,2023-11-07,P0003,C0013,8,3.3,0.054,26.4
SO006342,2023-11-07,P0002,C0008,26,7.13,0.009,185.38
SO006343,2023-11-07,P0005,C0021,32,8.96,0.003,286.72
SO006344,2023-11-07,P0005,C0022,30,8.8,0.021,264.0
SO006345,2023-11-07,P0002,C0019,41,6.75,0.061,276.75
SO006346,2023-11-07,P0003,C0037,25,3.17,0.091,79.25
SO006347,2023-11-07,P0009,C0012,23,4.49,0.001,103.27
SO006348,2023-11-07,P0003,C0013,13,3.42,0.019,44.46
SO006349,2023-11-07,P0003,C0014,12,3.37,0.033,40.44
SO006350,2023-11-07,P0009,C0032,39,4.31,0.041,168.09
SO006351,2023-11-07,P0002,C0014,20,6.6,0.082,132.0
SO006352,2023-11-07,P0004,C0032,15,6.39,0.015,95.85
SO006353,2023-11-07,P0004,C0026,9,5.96,0.082,53.64
SO006354,2023-11-07,P0007,C0010,6,2.38,0.08,14.28
SO006355,2023-11-08,P0002,C0009,45,6.5,0.096,292.5
SO006356,2023-11-08,P0003,C0014,18,3.36,0.036,60.48
SO006357,2023-11-08,P0005,C0020,33,8.51,0.053,280.83
SO006358,2023-11-08,P0005,C0031,36,8.53,0.051,307.08
SO006359,2023-11-08,P0007,C0008,16,2.54,0.019,40.64
SO006360,2023-11-08,P0010,C0029,33,3.79,0.05,125.07
SO006361,2023-11-08,P0001,C0031,45,6.79,0.028,305.55
SO006362,2023-11-08,P0008,C0037,18,5.0,0.055,90.0
SO006363,2023-11-08,P0005,C0033,40,8.37,0.069,334.8
SO006364,2023-11-08,P0007,C0028,11,2.36,0.089,25.96
SO006365,2023-11-08,P0004,C0044,42,5.88,0.094,246.96
SO006366,2023-11-08,P0001,C0040,32,6.59,0.057,210.88
SO006367,2023-11-08,P0005,C0026,43,8.21,0.087,353.03
SO006368,2023-11-08,P0003,C0024,38,3.37,0.034,128.06
SO006369,2023-11-08,P0007,C0030,46,2.36,0.089,108.56
SO006370,2023-11-08,P0002,C0038,24,6.64,0.077,159.36
SO006371,2023-11-08,P0009,C0042,29,4.25,0.053,123.25
SO006372,2023-11-08,P0003,C0044,47,3.19,0.086,149.93
SO006373,2023-11-08,P0003,C0010,9,3.33,0.046,29.97
SO006374,2023-11-08,P0001,C0015,28,6.54,0.065,183.12
SO006375,2023-11-08,P0004,C0039,10,6.0,0.075,60.0
SO006376,2023-11-08,P0007,C0022,7,2.45,0.055,17.15
SO006377,2023-11-08,P0002,C0035,49,6.84,0.048,335.16
SO006378,2023-11-08,P0003,C0037,14,3.45,0.011,48.3
SO006379,2023-11-08,P0001,C0003,11,6.41,0.083,70.51
SO006380,2023-11-08,P0004,C0003,17,6.29,0.031,106.93
SO006381,2023-11-08,P0007,C0007,34,2.34,0.098,79.56
SO006382,2023-11-08,P0010,C0033,24,3.71,0.069,89.04
SO006383,2023-11-09,P0002,C0044,36,7.1,0.013,255.6
SO006384,2023-11-09,P0005,C0035,28,8.48,0.057,237.44
SO006385,2023-11-09,P0006,C0004,42,3.17,0.036,133.14
SO006386,2023-11-09,P0009,C0031,40,4.4,0.021,176.0
SO006387,2023-11-09,P0006,C0045,27,3.22,0.022,86.94
SO006388,2023-11-09,P0001,C0021,7,6.84,0.021,47.88
SO006389,2023-11-09,P0006,C0020,17,3.11,0.056,52.87
SO006390,2023-11-09,P0004,C0011,6,6.26,0.036,37.56
SO006391,2023-11-09,P0003,C0031,43,3.24,0.071,139.32
SO006392,2023-11-09,P0004,C0028,20,6.38,0.017,127.6
SO006393,2023-11-09,P0005,C0030,5,8.54,0.05,42.7
SO006394,2023-11-09,P0002,C0029,22,6.56,0.087,144.32
SO006395,2023-11-09,P0009,C0030,49,4.25,0.054,208.25
SO006396,2023-11-09,P0008,C0027,19,4.93,0.068,93.67
SO006397,2023-11-09,P0005,C0014,31,8.79,0.022,272.49
SO006398,2023-11-09,P0003,C0013,29,3.23,0.075,93.67
SO006399,2023-11-09,P0007,C0005,6,2.46,0.05,14.76
SO006400,2023-11-09,P0005,C0042,8,8.83,0.018,70.64
SO006401,2023-11-09,P0005,C0043,16,8.32,0.075,133.12
SO006402,2023-11-09,P0004,C0028,13,5.9,0.091,76.7
SO006403,2023-11-09,P0008,C0032,17,5.0,0.055,85.0
SO006404,2023-11-09,P0005,C0027,32,8.76,0.026,280.32
SO006405,2023-11-09,P0010,C0024,21,3.92,0.018,82.32
SO006406,2023-11-09,P0001,C0001,25,6.6,0.056,165.0
SO006407,2023-11-09,P0001,C0043,26,6.33,0.094,164.58
SO006408,2023-11-09,P0004,C0021,13,5.87,0.095,76.31
SO006409,2023-11-09,P0002,C0035,19,6.96,0.032,132.24
SO006410,2023-11-09,P0001,C0036,44,6.81,0.026,299.64
SO006411,2023-11-09,P0010,C0021,41,3.63,0.09,148.83
SO006412,2023-11-09,P0008,C0017,21,5.23,0.011,109.83
SO006413,2023-11-09,P0008,C0033,8,4.92,0.069,39.36
SO006414,2023-11-09,P0003,C0038,49,3.47,0.006,170.03
SO006415,2023-11-09,P0010,C0003,35,3.84,0.037,134.4
SO006416,2023-11-09,P0009,C0042,27,4.44,0.012,119.88
SO006417,2023-11-09,P0005,C0021,25,8.12,0.097,203.0
SO006418,2023-11-09,P0006,C0037,28,3.25,0.011,91.0
SO006419,2023-11-10,P0010,C0026,10,3.97,0.005,39.7
SO006420,2023-11-10,P0007,C0042,41,2.36,0.088,96.76
SO006421,2023-11-10,P0010,C0021,28,3.95,0.011,110.6
SO006422,2023-11-10,P0005,C0033,6,8.54,0.05,51.24
SO006423,2023-11-10,P0003,C0028,19,3.2,0.082,60.8
SO006424,2023-11-10,P0002,C0035,36,6.57,0.086,236.52
SO006425,2023-11-10,P0008,C0004,49,4.82,0.089,236.18
SO006426,2023-11-10,P0006,C0040,43,3.07,0.068,132.01
SO006427,2023-11-10,P0001,C0025,26,6.81,0.026,177.06
SO006428,2023-11-10,P0002,C0020,40,6.54,0.09,261.6
SO006429,2023-11-10,P0001,C0032,46,0.0,0.018,315.56
SO006430,2023-11-10,P0009,C0032,28,4.43,0.014,124.04
SO006431,2023-11-10,P0009,C0040,27,4.4,0.021,118.8
SO006432,2023-11-10,P0005,C0007,34,8.84,0.017,300.56
SO006433,2023-11-10,P0006,C0014,22,3.27,0.005,71.94
SO006434,2023-11-10,P0003,C0031,43,3.34,0.043,143.62
SO006435,2023-11-10,P0008,C0040,20,4.8,0.093,96.0
SO006436,2023-11-10,P0009,C0034,6,4.11,0.085,24.66
SO006437,2023-11-10,P0006,C0018,9,3.03,0.079,27.27
SO006438,2023-11-10,P0006,C0012,16,3.09,0.061,49.44
SO006439,2023-11-10,P0008,C0042,26,5.0,0.055,130.0
SO006440,2023-11-10,P0004,C0003,20,5.93,0.087,118.6
SO006441,2023-11-10,P0008,C0041,42,4.88,0.077,204.96
SO006442,2023-11-10,P0002,C0010,15,6.67,0.073,100.05
SO006443,2023-11-10,P0009,C0037,30,4.24,0.056,127.2
SO006444,2023-11-10,P0006,C0028,6,3.02,0.081,18.12
SO006445,2023-11-11,P0005,C0039,29,8.91,0.009,258.39
SO006446,2023-11-11,P0009,C0013,19,4.35,0.032,82.65
SO006447,2023-11-11,P0007,C0004,7,2.46,0.052,17.22
SO006448,2023-11-11,P0009,C0041,16,4.21,0.063,67.36
SO006449,2023-11-11,P0009,C0025,39,4.49,0.001,175.11
SO006450,2023-11-11,P0010,C0026,14,3.75,0.059,52.5
SO006451,2023-11-11,P0006,C0005,28,3.09,0.062,86.52
SO006452,2023-11-11,P0001,C0044,13,6.98,0.001,90.74
SO006453,2023-11-12,P0008,C0037,42,5.08,0.039,213.36
SO006454,2023-11-12,P0005,C0019,18,8.14,0.095,146.52
SO006455,2023-11-12,P0002,C0022,6,6.74,0.062,40.44
SO006456,2023-11-12,P0001,C0004,18,6.37,0.088,114.66
SO006457,2023-11-12,P0008,C0002,23,4.78,0.097,109.94
SO006458,2023-11-12,P0007,C0004,31,2.5,0.034,77.5
SO006459,2023-11-12,P0005,C0025,26,8.74,0.028,227.24
SO006460,2023-11-12,P0002,C0033,48,6.7,0.068,321.6
SO006461,2023-11-12,P0009,C0017,39,4.17,0.071,162.63
SO006462,2023-11-12,P0004,C0033,37,6.44,0.008,238.28
SO006463,2023-11-12,P0004,C0023,12,5.95,0.083,71.4
SO006464,2023-11-13,P0009,C0033,13,4.26,0.051,55.38
SO006465,2023-11-13,P0001,C0039,29,6.32,0.096,183.28
SO006466,2023-11-13,P0009,C0041,10,4.12,0.082,41.2
SO006467,2023-11-13,P0005,C0015,43,8.12,0.097,349.16
SO006468,2023-11-13,P0004,C0024,7,6.0,0.076,42.0
SO006469,2023-11-13,P0006,C0018,44,2.97,0.098,130.68
SO006470,2023-11-13,P0010,C0029,8,3.68,0.077,29.44
SO006471,2023-11-13,P0004,C0044,44,6.18,0.048,271.92
SO006472,2023-11-13,P0008,C0021,39,4.88,0.078,190.32
SO006473,2023-11-13,P0009,C0041,9,4.28,0.047,38.52
SO006474,2023-11-13,P0008,C0023,7,5.03,0.049,35.21
SO006475,2023-11-13,P0009,C0020,7,4.17,0.072,29.19
SO006476,2023-11-13,P0005,C0013,12,8.3,0.077,99.6
SO006477,2023-11-13,P0007,C0037,45,2.42,0.064,108.9
SO006478,2023-11-13,P0004,C0041,26,5.94,0.084,154.44
SO006479,2023-11-13,P0003,C0004,37,3.15,0.097,116.55
SO006480,2023-11-13,P0004,C0029,43,6.06,0.066,260.58
SO006481,2023-11-13,P0008,C0009,12,5.27,0.003,63.24
SO006482,2023-11-13,P0005,C0022,41,8.22,0.086,337.02
SO006483,2023-11-13,P0001,C0020,45,6.79,0.029,305.55
SO006484,2023-11-13,P0006,C0002,7,3.19,0.029,22.33
SO006485,2023-11-14,P0006,C0018,5,3.22,0.02,16.1
SO006486,2023-11-14,P0005,C0017,25,8.67,0.036,216.75
SO006487,2023-11-14,P0007,C0043,14,2.39,0.078,33.46
SO006488,2023-11-14,P0001,C0037,11,6.64,0.05,73.04
SO006489,2023-11-14,P0002,C0001,24,7.05,0.02,169.2
SO006490,2023-11-14,P0004,C0026,16,6.26,0.036,100.16
SO006491,2023-11-14,P0001,C0003,16,6.55,0.063,104.8
SO006492,2023-11-14,P0005,C0041,22,8.26,0.081,181.72
SO006493,2023-11-14,P0001,C0006,29,6.75,0.035,195.75
SO006494,2023-11-14,P0005,C0026,8,8.78,0.023,70.24
SO006495,2023-11-14,P0001,C0011,40,6.6,0.056,264.0
SO006496,2023-11-14,P0001,C0030,8,6.38,0.087,51.04
SO006497,2023-11-14,P0010,C0022,35,3.72,0.067,130.2
SO006498,2023-11-14,P0004,C0019,34,5.94,0.084,201.96
SO006499,2023-11-14,P0003,C0021,26,3.26,0.067,84.76
SO006500,2023-11-14,P0006,C0021,37,3.2,0.026,118.4
SO006501,2023-11-14,P0005,C0029,32,8.19,0.089,262.08
SO006502,2023-11-14,P0009,C0021,38,4.09,0.089,155.42
SO006503,2023-11-14,P0003,C0023,21,3.41,0.022,71.61
SO006504,2023-11-14,P0004,C0039,31,6.09,0.061,188.79
SO006505,2023-11-14,P0005,C0020,15,8.53,0.051,127.95
SO006506,2023-11-14,P0002,C0024,20,6.47,0.1,129.4
SO006507,2023-11-14,P0004,C0002,29,6.06,0.066,175.74
SO006508,2023-11-14,P0010,C0045,27,3.8,0.047,102.6
SO006509,2023-11-14,P0003,C0015,37,3.4,0.026,125.8
SO006510,2023-11-14,P0004,C0036,24,6.28,0.032,150.72
SO006511,2023-11-15,P0007,C0019,11,2.34,0.097,25.74
SO006512,2023-11-15,P0002,C0020,24,6.59,0.083,158.16
SO006513,2023-11-15,P0006,C0021,33,3.03,0.079,99.99
SO006514,2023-11-15,P0006,C0045,28,3.03,0.078,84.84
SO006515,2023-11-15,P0004,C0039,16,6.45,0.006,103.2
SO006516,2023-11-15,P0004,C0030,9,6.47,0.003,58.23
SO006517,2023-11-15,P0004,C0008,12,6.01,0.074,72.12
SO006518,2023-11-15,P0003,C0027,38,3.43,0.018,130.34
SO006519,2023-11-15,P0005,C0043,28,8.44,0.061,236.32
SO006520,2023-11-15,P0009,C0029,43,4.26,0.052,183.18
SO006521,2023-11-15,P0002,C0014,41,7.1,0.012,291.1
SO006522,2023-11-15,P0001,C0012,46,6.5,0.07,299.0
SO006523,2023-11-15,P0004,C0006,16,6.43,0.01,102.88
SO006524,2023-11-15,P0005,C0036,21,8.28,0.079,173.88
SO006525,2023-11-15,P0007,C0004,21,2.45,0.053,51.45
SO006526,2023-11-15,P0001,C0040,48,6.54,0.065,313.92
SO006527,2023-11-15,P0003,C0039,33,3.43,0.018,113.19
SO006528,2023-11-15,P0003,C0010,27,3.28,0.059,88.56
SO006529,2023-11-15,P0008,C0020,19,4.9,0.073,93.1
SO006530,2023-11-15,P0010,C0012,22,3.61,0.096,79.42
SO006531,2023-11-15,P0007,C0041,33,2.45,0.055,80.85
SO006532,2023-11-15,P0005,C0039,30,8.77,0.024,263.1
SO006533,2023-11-16,P0008,C0018,16,5.16,0.024,82.56
SO006534,2023-11-16,P0004,C0017,25,6.12,0.057,153.0
SO006535,2023-11-16,P0003,C0027,27,3.25,0.07,87.75
SO006536,2023-11-16,P0001,C0028,22,6.34,0.093,139.48
SO006537,2023-11-16,P0004,C0007,41,5.94,0.084,243.54
SO006538,2023-11-16,P0007,C0045,49,2.47,0.046,121.03
SO006539,2023-11-16,P0007,C0032,21,2.51,0.029,52.71
SO006540,2023-11-16,P0010,C0034,18,3.92,0.018,70.56
SO006541,2023-11-16,P0007,C0025,15,2.55,0.017,38.25
SO006542,2023-11-16,P0003,C0043,19,3.22,0.077,61.18
SO006543,2023-11-16,P0009,C0005,23,4.27,0.05,98.21
SO006544,2023-11-16,P0005,C0022,17,8.79,0.022,149.43
SO006545,2023-11-16,P0001,C0029,20,6.99,0.0,139.8
SO006546,2023-11-16,P0004,C0014,10,6.09,0.062,60.9
SO006547,2023-11-16,P0009,C0032,28,4.46,0.006,124.88
SO006548,2023-11-16,P0003,C0006,44,3.28,0.059,144.32
SO006549,2023-11-16,P0001,C0042,22,6.55,0.063,144.1
SO006550,2023-11-16,P0008,C0037,18,5.25,0.008,94.5
SO006551,2023-11-16,P0004,C0023,6,6.08,0.063,36.48
SO006552,2023-11-16,P0007,C0045,26,2.47,0.045,64.22
SO006553,2023-11-16,P0004,C0018,28,6.33,0.024,177.24
SO006554,2023-11-16,P0007,C0045,30,2.56,0.013,76.8
SO006555,2023-11-16,P0010,C0013,14,3.63,0.089,50.82
SO006556,2023-11-16,P0009,C0011,7,4.29,0.044,30.03
SO006557,2023-11-17,P0001,C0027,41,6.35,0.092,260.35
SO006558,2023-11-17,P0001,C0045,33,6.69,0.043,220.77
SO006559,2023-11-17,P0001,C0035,35,6.37,0.089,222.95
SO006560,2023-11-17,P0003,C0031,43,3.37,0.035,144.91
SO006561,2023-11-17,P0003,C0032,26,3.43,0.018,89.18
SO006562,2023-11-17,P0006,C0042,48,3.14,0.047,150.72
SO006563,2023-11-17,P0003,C0031,30,3.32,0.048,99.6
SO006564,2023-11-17,P0004,C0002,25,6.18,0.047,154.5
SO006565,2023-11-17,P0003,C0036,32,3.29,0.057,105.28
SO006566,2023-11-17,P0007,C0036,15,2.5,0.033,37.5
SO006567,2023-11-17,P0003,C0037,24,3.48,0.004,83.52
SO006568,2023-11-17,P0009,C0021,20,4.13,0.08,82.6
SO006569,2023-11-17,P0001,C0023,47,6.8,0.027,319.6
SO006570,2023-11-17,P0009,C0007,42,4.13,0.08,173.46
SO006571,2023-11-17,P0007,C0035,18,2.52,0.028,45.36
SO006572,2023-11-17,P0003,C0038,24,3.21,0.08,77.04
SO006573,2023-11-17,P0009,C0044,36,4.27,0.048,153.72
SO006574,2023-11-17,P0005,C0030,21,8.35,0.071,175.35
SO006575,2023-11-17,P0001,C0013,38,6.58,0.058,250.04
SO006576,2023-11-17,P0003,C0002,48,3.44,0.014,165.12
SO006577,2023-11-17,P0008,C0044,28,4.94,0.066,138.32
SO006578,2023-11-17,P0001,C0028,8,6.83,0.023,54.64
SO006579,2023-11-17,P0007,C0022,30,2.47,0.046,74.1
SO006580,2023-11-17,P0010,C0020,18,3.82,0.043,68.76
SO006581,2023-11-17,P0006,C0022,21,3.17,0.037,66.57
SO006582,2023-11-18,P0002,C0027,25,6.62,0.079,165.5
SO006583,2023-11-18,P0004,C0019,13,6.3,0.03,81.9
SO006584,2023-11-18,P0007,C0002,21,2.4,0.072,50.4
SO006585,2023-11-18,P0003,C0021,18,3.19,0.086,57.42
SO006586,2023-11-18,P0010,C0041,14,3.63,0.089,50.82
SO006587,2023-11-18,P0004,C0010,21,6.28,0.033,131.88
SO006588,2023-11-19,P0001,C0031,37,6.66,0.047,246.42
SO006589,2023-11-19,P0007,C0023,14,2.53,0.025,35.42
SO006590,2023-11-19,P0006,C0041,10,3.01,0.086,30.1
SO006591,2023-11-19,P0010,C0016,17,3.65,0.086,62.05
SO006592,2023-11-19,P0010,C0020,8,3.98,0.003,31.84
SO006593,2023-11-19,P0007,C0030,34,2.57,0.006,87.38
SO006594,2023-11-19,P0008,C0024,41,5.2,0.017,213.2
SO006595,2023-11-20,P0008,C0044,20,5.05,0.045,101.0
SO006596,2023-11-20,P0003,C0032,21,3.32,0.05,69.72
SO006597,2023-11-20,P0006,C0044,21,3.02,0.081,63.42
SO006598,2023-11-20,P0002,C0008,10,6.51,0.095,65.1
SO006599,2023-11-20,P0005,C0039,13,8.49,0.056,110.37
SO006600,2023-11-20,P0009,C0036,33,4.06,0.096,133.98
SO006601,2023-11-20,P0004,C0003,27,6.41,0.013,173.07
SO006602,2023-11-20,P0009,C0030,23,4.33,0.035,99.59
SO006603,2023-11-20,P0002,C0003,38,6.9,0.041,262.2
SO006604,2023-11-20,P0007,C0042,36,2.4,0.072,86.4
SO006605,2023-11-20,P0008,C0018,31,4.85,0.083,150.35
SO006606,2023-11-20,P0003,C0025,11,3.25,0.07,35.75
SO006607,2023-11-20,P0002,C0038,9,6.63,0.078,59.67
SO006608,2023-11-20,P0004,C0004,28,6.07,0.065,169.96
SO006609,2023-11-20,P0005,C0033,24,8.09,0.1,194.16
SO006610,2023-11-20,P0003,C0030,32,3.47,0.005,111.04
SO006611,2023-11-20,P0007,C0042,39,2.34,0.096,91.26
SO006612,2023-11-20,P0002,C0039,13,6.84,0.049,88.92
SO006613,2023-11-20,P0006,C0029,14,2.98,0.094,41.72
SO006614,2023-11-20,P0010,C0037,36,3.76,0.057,135.36
SO006615,2023-11-20,P0003,C0008,10,3.32,0.049,33.2
